ID,Name,Position,Team,Pick,Year,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
516,Roy Williams,WR,Lions,7,2004,270.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,190.0,23.2,13.7,32.4,2.38,5.25,22.4,1.16,379.0,5360.0,997.0,5.4,28.0,13.0,298.0,331.0,522.0,3578.0,26.0,15.0,6.5,166.0,447.0,1782.0,14.0,4.0,105.0,119.0,953.0,27.0,192.0,30.2,13.5,30.4,2.63,5.3,27.9,1.76,26.0,32.0,13.0,1.0,31.0,4.0,24.0,20.0,32.0,28.0,32.0,32.0,30.0,29.0,29.0,17.0,9.0,26.0,26.0,31.0,31.0,25.0,24.0,14.0,7.0,18.0,20.0,28.0,29.0,14.0,28.0,13.0,15.0,20.0,13.0,16.0,16.0,6.0,22.0,10.0,20.0,23.0
517,DeAngelo Hall,DB,Falcons,8,2004,299.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,201.0,24.9,12.9,29.7,2.22,4.76,21.6,1.36,422.0,6108.0,1043.0,5.9,31.0,16.0,333.0,323.0,508.0,3800.0,28.0,15.0,7.0,187.0,499.0,2308.0,21.0,4.6,122.0,130.0,1001.0,24.0,203.0,33.5,14.8,33.1,2.57,5.3,30.0,1.97,20.0,29.0,20.0,10.0,30.0,28.0,31.0,28.0,26.0,30.0,19.0,14.0,7.0,8.0,26.0,22.0,30.0,32.0,32.0,32.0,23.0,30.0,32.0,11.0,3.0,31.0,13.0,32.0,30.0,14.0,31.0,27.0,29.0,30.0,27.0,9.0,12.0,28.0,15.0,7.0,27.0,29.0
518,Reggie Williams,WR,Jaguars,9,2004,276.0,5358.0,1024.0,5.2,31.0,14.0,305.0,303.0,515.0,3285.0,17.0,17.0,6.0,163.0,481.0,2073.0,13.0,4.3,118.0,108.0,895.0,24.0,183.0,27.3,15.8,29.5,2.63,5.78,29.2,1.48,331.0,4657.0,976.0,4.8,27.0,12.0,276.0,303.0,510.0,3251.0,23.0,15.0,6.1,172.0,442.0,1406.0,12.0,3.2,84.0,103.0,881.0,20.0,182.0,33.0,14.8,34.5,2.62,5.5,25.4,1.78,25.0,12.0,20.0,23.0,12.0,17.0,15.0,20.0,15.0,12.0,10.0,8.0,16.0,12.0,20.0,9.0,31.0,8.0,5.0,10.0,18.0,18.0,6.0,16.0,13.0,10.0,16.0,18.0,22.0,14.0,21.0,12.0,2.0,13.0,1.0,11.0,11.0,32.0,20.0,19.0,10.0,24.0
519,Dunta Robinson,DB,Texans,10,2004,255.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,188.0,24.5,13.8,30.4,2.38,4.89,22.9,1.33,380.0,6082.0,1054.0,5.8,22.0,8.0,336.0,297.0,502.0,3712.0,22.0,14.0,7.1,179.0,533.0,2370.0,15.0,4.4,130.0,96.0,767.0,27.0,184.0,35.3,11.4,29.4,2.85,5.9,32.9,1.86,28.0,31.0,12.0,7.0,32.0,31.0,29.0,28.0,18.0,21.0,22.0,23.0,14.0,21.0,27.0,15.0,22.0,26.0,30.0,29.0,26.0,27.0,31.0,25.0,27.0,32.0,11.0,31.0,21.0,20.0,32.0,30.0,31.0,23.0,22.0,4.0,25.0,2.0,31.0,31.0,32.0,25.0
520,Ben Roethlisberger,QB,Steelers,11,2004,300.0,4792.0,1020.0,4.7,28.0,11.0,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,174.0,446.0,1488.0,10.0,3.3,77.0,111.0,1005.0,24.0,192.0,27.1,13.5,32.9,2.57,5.48,24.9,1.42,327.0,4783.0,968.0,4.9,25.0,11.0,270.0,294.0,484.0,3042.0,20.0,14.0,5.9,155.0,449.0,1741.0,14.0,3.9,89.0,96.0,709.0,26.0,195.0,28.2,12.3,31.2,2.42,5.1,24.4,1.54,19.0,22.0,13.0,13.0,21.0,10.0,14.0,16.0,15.0,19.0,16.0,31.0,23.0,32.0,22.0,19.0,7.0,15.0,16.0,21.0,22.0,15.0,9.0,20.0,19.0,5.0,6.0,11.0,16.0,20.0,18.0,15.0,12.0,20.0,10.0,23.0,22.0,15.0,8.0,5.0,7.0,13.0
521,Jonathan Vilma,LB,Jets,12,2004,283.0,4951.0,936.0,5.3,20.0,6.0,274.0,312.0,496.0,3316.0,20.0,14.0,6.3,181.0,409.0,1635.0,8.0,4.0,78.0,69.0,550.0,15.0,170.0,32.4,11.8,30.4,2.68,5.69,29.0,1.63,299.0,5319.0,1032.0,5.2,20.0,9.0,316.0,281.0,455.0,3025.0,14.0,11.0,6.2,168.0,542.0,2294.0,17.0,4.2,134.0,79.0,620.0,14.0,168.0,30.4,11.9,31.7,3.13,6.3,31.4,1.65,23.0,19.0,2.0,2.0,22.0,24.0,13.0,15.0,8.0,8.0,29.0,25.0,26.0,18.0,12.0,26.0,22.0,7.0,6.0,13.0,13.0,8.0,21.0,28.0,26.0,23.0,2.0,10.0,4.0,29.0,24.0,31.0,28.0,24.0,18.0,15.0,23.0,17.0,32.0,32.0,31.0,16.0
522,Lee Evans,WR,Bills,13,2004,243.0,4348.0,980.0,4.4,34.0,17.0,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,150.0,427.0,1664.0,13.0,3.9,96.0,106.0,891.0,22.0,187.0,21.9,17.6,30.3,2.55,5.37,23.0,1.17,279.0,4313.0,1010.0,4.3,18.0,8.0,270.0,285.0,508.0,2707.0,18.0,10.0,5.0,153.0,464.0,1606.0,11.0,3.5,92.0,110.0,996.0,25.0,193.0,26.9,9.3,33.5,2.52,5.4,22.4,1.41,30.0,30.0,27.0,29.0,24.0,22.0,28.0,31.0,15.0,31.0,20.0,21.0,16.0,23.0,31.0,3.0,25.0,17.0,20.0,28.0,29.0,5.0,2.0,32.0,27.0,5.0,13.0,2.0,9.0,30.0,3.0,23.0,8.0,10.0,5.0,25.0,32.0,30.0,11.0,14.0,3.0,7.0
523,Tommie Harris,DT,Bears,14,2004,283.0,4380.0,1001.0,4.4,29.0,9.0,264.0,271.0,515.0,2617.0,12.0,20.0,4.7,143.0,443.0,1763.0,13.0,4.0,104.0,92.0,806.0,17.0,186.0,27.4,14.5,33.0,2.55,5.59,23.4,1.36,346.0,4947.0,992.0,5.0,20.0,5.0,289.0,326.0,525.0,3082.0,20.0,15.0,5.7,156.0,449.0,1865.0,13.0,4.2,104.0,93.0,746.0,29.0,186.0,34.4,9.7,33.8,2.6,5.5,26.6,1.74,23.0,28.0,17.0,7.0,26.0,17.0,30.0,30.0,24.0,32.0,18.0,18.0,16.0,19.0,19.0,13.0,6.0,17.0,10.0,27.0,24.0,22.0,14.0,28.0,32.0,15.0,23.0,13.0,16.0,14.0,13.0,15.0,16.0,17.0,17.0,7.0,31.0,31.0,17.0,22.0,16.0,21.0
524,Michael Clayton,WR,Buccaneers,15,2004,301.0,5453.0,1036.0,5.3,31.0,9.0,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,190.0,421.0,1648.0,5.0,3.9,86.0,117.0,1104.0,31.0,188.0,25.5,16.0,29.8,2.75,5.65,29.0,1.45,264.0,4466.0,962.0,4.6,33.0,13.0,249.0,274.0,475.0,2710.0,16.0,20.0,5.3,140.0,451.0,1756.0,6.0,3.9,89.0,104.0,817.0,20.0,189.0,25.4,16.4,32.4,2.47,5.3,23.6,1.25,18.0,10.0,20.0,7.0,11.0,3.0,6.0,5.0,29.0,10.0,22.0,24.0,30.0,22.0,24.0,8.0,29.0,5.0,8.0,12.0,21.0,4.0,5.0,9.0,7.0,4.0,4.0,3.0,5.0,10.0,6.0,17.0,13.0,1.0,11.0,28.0,8.0,23.0,10.0,8.0,5.0,5.0
525,Shawn Andrews,T,Eagles,16,2004,374.0,5035.0,944.0,5.3,22.0,11.0,302.0,279.0,484.0,3020.0,17.0,11.0,5.7,156.0,417.0,2015.0,23.0,4.8,105.0,96.0,817.0,41.0,187.0,34.2,10.2,32.5,2.42,5.2,26.9,1.88,287.0,5307.0,1058.0,5.0,26.0,13.0,306.0,337.0,559.0,3236.0,17.0,13.0,5.4,171.0,461.0,2071.0,13.0,4.5,116.0,129.0,1105.0,19.0,187.0,27.8,13.4,30.2,2.72,5.8,28.1,1.48,11.0,18.0,5.0,13.0,13.0,25.0,20.0,20.0,4.0,20.0,25.0,9.0,2.0,5.0,10.0,30.0,8.0,24.0,27.0,16.0,10.0,7.0,20.0,18.0,7.0,21.0,28.0,16.0,6.0,25.0,9.0,21.0,22.0,17.0,23.0,24.0,17.0,5.0,28.0,28.0,21.0,11.0
526,D.J. Williams,LB,Broncos,17,2004,381.0,5598.0,1047.0,5.3,24.0,6.0,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,162.0,543.0,2629.0,20.0,4.8,133.0,107.0,922.0,39.0,183.0,36.6,12.0,30.5,2.98,5.9,30.6,1.95,301.0,4433.0,910.0,4.9,20.0,11.0,241.0,265.0,495.0,2828.0,17.0,9.0,5.3,141.0,379.0,1605.0,11.0,4.2,77.0,137.0,1031.0,23.0,185.0,28.6,10.3,31.1,2.27,5.1,23.8,1.46,10.0,7.0,7.0,2.0,6.0,26.0,22.0,16.0,18.0,16.0,2.0,2.0,3.0,4.0,6.0,25.0,21.0,1.0,4.0,4.0,8.0,9.0,4.0,28.0,19.0,2.0,9.0,6.0,6.0,32.0,7.0,2.0,7.0,10.0,19.0,22.0,29.0,14.0,3.0,3.0,6.0,10.0
527,Will Smith,DE,Saints,18,2004,340.0,5438.0,1019.0,5.3,28.0,20.0,302.0,314.0,535.0,3438.0,25.0,8.0,6.0,177.0,448.0,2000.0,11.0,4.5,100.0,103.0,878.0,25.0,186.0,31.2,14.5,30.7,2.63,5.65,29.1,1.71,326.0,5234.0,997.0,5.2,27.0,13.0,298.0,264.0,485.0,2993.0,20.0,14.0,5.8,165.0,480.0,2241.0,12.0,4.7,109.0,101.0,1012.0,24.0,184.0,31.0,13.0,30.8,2.6,5.6,28.3,1.63,14.0,11.0,13.0,32.0,13.0,8.0,8.0,8.0,1.0,14.0,15.0,11.0,20.0,9.0,14.0,13.0,20.0,8.0,9.0,11.0,12.0,14.0,18.0,16.0,7.0,18.0,7.0,8.0,16.0,20.0,15.0,25.0,27.0,13.0,28.0,13.0,19.0,11.0,17.0,24.0,22.0,14.0
528,Vernon Carey,G,Dolphins,19,2004,311.0,4609.0,968.0,4.8,34.0,15.0,266.0,257.0,450.0,2792.0,17.0,19.0,5.8,145.0,487.0,1817.0,14.0,3.7,99.0,103.0,913.0,22.0,192.0,28.1,17.2,32.1,2.52,5.19,23.9,1.51,261.0,4787.0,1014.0,4.7,36.0,14.0,283.0,319.0,529.0,3335.0,12.0,22.0,5.8,171.0,441.0,1452.0,11.0,3.3,82.0,98.0,766.0,30.0,194.0,25.3,17.0,30.9,2.53,5.4,24.6,1.23,17.0,24.0,27.0,25.0,25.0,30.0,26.0,20.0,21.0,17.0,8.0,17.0,14.0,27.0,17.0,5.0,13.0,20.0,28.0,26.0,16.0,3.0,10.0,6.0,5.0,12.0,24.0,19.0,2.0,7.0,16.0,11.0,5.0,10.0,2.0,29.0,5.0,12.0,13.0,13.0,8.0,4.0
529,Kenechi Udeze,DE,Vikings,20,2004,416.0,6294.0,1055.0,6.0,24.0,11.0,336.0,333.0,520.0,3951.0,32.0,13.0,7.0,194.0,493.0,2343.0,15.0,4.8,124.0,127.0,1029.0,18.0,183.0,35.5,13.1,29.9,2.87,5.91,34.3,2.09,353.0,5356.0,955.0,5.6,35.0,7.0,316.0,311.0,531.0,3477.0,17.0,28.0,6.1,186.0,387.0,1879.0,22.0,4.9,94.0,90.0,720.0,36.0,178.0,33.7,19.1,32.8,2.43,5.5,30.0,1.89,6.0,1.0,7.0,13.0,4.0,15.0,4.0,1.0,6.0,4.0,7.0,4.0,12.0,6.0,8.0,21.0,28.0,2.0,2.0,1.0,4.0,23.0,23.0,7.0,29.0,23.0,25.0,26.0,6.0,2.0,23.0,3.0,17.0,32.0,31.0,8.0,3.0,27.0,9.0,20.0,29.0,26.0
530,Vince Wilfork,DT,Patriots,21,2004,348.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,204.0,27.9,11.3,33.3,2.48,5.27,24.6,1.47,238.0,4666.0,1060.0,4.4,41.0,12.0,293.0,328.0,618.0,3232.0,11.0,29.0,4.9,177.0,401.0,1434.0,10.0,3.6,91.0,107.0,845.0,25.0,200.0,23.0,19.5,30.6,2.38,5.5,23.5,1.11,12.0,17.0,7.0,13.0,16.0,6.0,9.0,11.0,6.0,13.0,12.0,27.0,24.0,30.0,18.0,27.0,5.0,22.0,25.0,22.0,19.0,1.0,7.0,2.0,13.0,17.0,32.0,15.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,32.0,2.0,8.0,6.0,18.0,4.0,1.0
531,J.P. Losman,QB,Bills,22,2004,243.0,4348.0,980.0,4.4,34.0,17.0,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,150.0,427.0,1664.0,13.0,3.9,96.0,106.0,891.0,22.0,187.0,21.9,17.6,30.3,2.55,5.37,23.0,1.17,279.0,4313.0,1010.0,4.3,18.0,8.0,270.0,285.0,508.0,2707.0,18.0,10.0,5.0,153.0,464.0,1606.0,11.0,3.5,92.0,110.0,996.0,25.0,193.0,26.9,9.3,33.5,2.52,5.4,22.4,1.41,30.0,30.0,27.0,29.0,24.0,22.0,28.0,31.0,15.0,31.0,20.0,21.0,16.0,23.0,31.0,3.0,25.0,17.0,20.0,28.0,29.0,5.0,2.0,32.0,27.0,5.0,13.0,2.0,9.0,30.0,3.0,23.0,8.0,10.0,5.0,25.0,32.0,30.0,11.0,14.0,3.0,7.0
532,Marcus Tubbs,DT,Seahawks,23,2004,404.0,5627.0,1017.0,5.5,29.0,13.0,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,190.0,453.0,2009.0,17.0,4.4,121.0,91.0,777.0,27.0,185.0,36.2,13.5,32.2,2.48,5.66,30.4,2.06,327.0,5239.0,1069.0,4.9,28.0,12.0,304.0,343.0,573.0,3480.0,24.0,16.0,5.7,183.0,456.0,1759.0,9.0,3.9,93.0,105.0,825.0,28.0,188.0,30.9,14.4,30.6,2.7,5.9,27.7,1.63,7.0,6.0,17.0,22.0,3.0,13.0,7.0,5.0,12.0,6.0,13.0,10.0,7.0,10.0,7.0,20.0,12.0,22.0,7.0,5.0,7.0,15.0,19.0,14.0,13.0,20.0,30.0,27.0,26.0,12.0,14.0,19.0,14.0,4.0,9.0,14.0,14.0,8.0,27.0,30.0,18.0,15.0
533,Steven Jackson,RB,Rams,24,2004,447.0,5457.0,1054.0,5.2,39.0,16.0,335.0,377.0,600.0,3961.0,23.0,23.0,6.2,211.0,411.0,1496.0,19.0,3.6,97.0,92.0,667.0,27.0,197.0,41.1,16.8,34.1,2.6,5.56,27.6,2.09,328.0,5052.0,964.0,5.2,46.0,22.0,272.0,296.0,510.0,3072.0,23.0,24.0,5.6,164.0,412.0,1980.0,9.0,4.8,92.0,114.0,882.0,16.0,194.0,26.3,22.2,32.7,2.33,5.1,26.0,1.45,2.0,9.0,32.0,28.0,5.0,2.0,3.0,11.0,31.0,11.0,28.0,30.0,4.0,28.0,2.0,6.0,2.0,11.0,12.0,14.0,5.0,17.0,16.0,1.0,1.0,7.0,16.0,12.0,22.0,4.0,11.0,5.0,20.0,4.0,29.0,27.0,1.0,25.0,5.0,6.0,13.0,8.0
534,Ahmad Carroll,DB,Packers,25,2004,442.0,5798.0,999.0,5.8,32.0,11.0,315.0,310.0,473.0,3240.0,32.0,21.0,6.6,166.0,507.0,2558.0,18.0,5.0,127.0,88.0,699.0,22.0,192.0,38.0,15.6,32.3,2.58,5.34,30.2,2.18,307.0,5101.0,1036.0,4.9,32.0,11.0,288.0,326.0,589.0,3400.0,18.0,21.0,5.5,172.0,413.0,1701.0,10.0,4.1,91.0,97.0,767.0,25.0,196.0,29.6,15.3,32.2,2.38,5.5,26.0,1.46,4.0,4.0,25.0,13.0,7.0,27.0,16.0,1.0,26.0,5.0,5.0,3.0,5.0,2.0,5.0,11.0,10.0,12.0,24.0,6.0,3.0,11.0,17.0,10.0,19.0,14.0,31.0,23.0,9.0,8.0,10.0,6.0,10.0,6.0,16.0,19.0,10.0,21.0,6.0,16.0,12.0,9.0
535,Chris Perry,RB,Bengals,26,2004,346.0,5329.0,1038.0,5.1,22.0,7.0,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,181.0,481.0,1987.0,12.0,4.1,101.0,107.0,846.0,31.0,180.0,33.3,11.1,29.0,2.75,5.91,29.6,1.84,384.0,5620.0,999.0,5.6,24.0,10.0,320.0,297.0,508.0,3402.0,23.0,14.0,6.3,177.0,461.0,2218.0,18.0,4.8,119.0,108.0,921.0,24.0,181.0,38.1,13.3,32.4,2.58,5.7,30.9,2.05,13.0,13.0,5.0,5.0,8.0,15.0,12.0,7.0,10.0,15.0,10.0,13.0,19.0,14.0,11.0,28.0,32.0,5.0,3.0,7.0,11.0,28.0,28.0,23.0,23.0,26.0,13.0,24.0,22.0,20.0,27.0,21.0,25.0,26.0,30.0,1.0,18.0,23.0,16.0,26.0,30.0,30.0
536,Jason Babin,DE,Texans,27,2004,255.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,188.0,24.5,13.8,30.4,2.38,4.89,22.9,1.33,380.0,6082.0,1054.0,5.8,22.0,8.0,336.0,297.0,502.0,3712.0,22.0,14.0,7.1,179.0,533.0,2370.0,15.0,4.4,130.0,96.0,767.0,27.0,184.0,35.3,11.4,29.4,2.85,5.9,32.9,1.86,28.0,31.0,12.0,7.0,32.0,31.0,29.0,28.0,18.0,21.0,22.0,23.0,14.0,21.0,27.0,15.0,22.0,26.0,30.0,29.0,26.0,27.0,31.0,25.0,27.0,32.0,11.0,31.0,21.0,20.0,32.0,30.0,31.0,23.0,22.0,4.0,25.0,2.0,31.0,31.0,32.0,25.0
537,Chris Gamble,DB,Panthers,28,2004,325.0,5141.0,1008.0,5.1,31.0,15.0,284.0,270.0,460.0,3050.0,19.0,16.0,6.3,146.0,522.0,2091.0,9.0,4.0,114.0,116.0,966.0,24.0,195.0,30.8,14.9,31.7,2.55,5.36,26.3,1.5,304.0,4725.0,996.0,4.7,26.0,10.0,274.0,299.0,522.0,3003.0,19.0,16.0,5.3,161.0,434.0,1722.0,10.0,4.0,83.0,111.0,1011.0,30.0,190.0,26.3,12.6,30.7,2.55,5.4,24.7,1.4,15.0,16.0,20.0,25.0,19.0,28.0,18.0,16.0,12.0,9.0,3.0,7.0,24.0,17.0,15.0,12.0,16.0,17.0,21.0,17.0,17.0,10.0,8.0,18.0,23.0,8.0,20.0,9.0,13.0,12.0,8.0,9.0,11.0,6.0,12.0,26.0,20.0,10.0,14.0,15.0,9.0,6.0
538,Michael Jenkins,WR,Falcons,29,2004,299.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,201.0,24.9,12.9,29.7,2.22,4.76,21.6,1.36,422.0,6108.0,1043.0,5.9,31.0,16.0,333.0,323.0,508.0,3800.0,28.0,15.0,7.0,187.0,499.0,2308.0,21.0,4.6,122.0,130.0,1001.0,24.0,203.0,33.5,14.8,33.1,2.57,5.3,30.0,1.97,20.0,29.0,20.0,10.0,30.0,28.0,31.0,28.0,26.0,30.0,19.0,14.0,7.0,8.0,26.0,22.0,30.0,32.0,32.0,32.0,23.0,30.0,32.0,11.0,3.0,31.0,13.0,32.0,30.0,14.0,31.0,27.0,29.0,30.0,27.0,9.0,12.0,28.0,15.0,7.0,27.0,29.0
539,Kevin Jones,RB,Lions,30,2004,270.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,190.0,23.2,13.7,32.4,2.38,5.25,22.4,1.16,379.0,5360.0,997.0,5.4,28.0,13.0,298.0,331.0,522.0,3578.0,26.0,15.0,6.5,166.0,447.0,1782.0,14.0,4.0,105.0,119.0,953.0,27.0,192.0,30.2,13.5,30.4,2.63,5.3,27.9,1.76,26.0,32.0,13.0,1.0,31.0,4.0,24.0,20.0,32.0,28.0,32.0,32.0,30.0,29.0,29.0,17.0,9.0,26.0,26.0,31.0,31.0,25.0,24.0,14.0,7.0,18.0,20.0,28.0,29.0,14.0,28.0,13.0,15.0,20.0,13.0,16.0,16.0,6.0,22.0,10.0,20.0,23.0
540,Rashaun Woods,WR,49ers,31,2004,384.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,194.0,35.1,12.4,34.0,2.57,5.55,29.3,1.92,337.0,4928.0,976.0,5.0,37.0,14.0,292.0,310.0,514.0,3238.0,25.0,23.0,5.8,165.0,420.0,1690.0,13.0,4.0,99.0,78.0,720.0,28.0,187.0,29.4,16.6,31.8,2.52,5.4,26.3,1.7,9.0,5.0,10.0,10.0,8.0,19.0,10.0,8.0,10.0,7.0,6.0,5.0,9.0,7.0,9.0,23.0,4.0,15.0,13.0,9.0,9.0,21.0,13.0,4.0,5.0,16.0,18.0,17.0,27.0,6.0,17.0,8.0,9.0,17.0,14.0,21.0,6.0,18.0,11.0,12.0,14.0,19.0
541,Ben Watson,TE,Patriots,32,2004,348.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,204.0,27.9,11.3,33.3,2.48,5.27,24.6,1.47,238.0,4666.0,1060.0,4.4,41.0,12.0,293.0,328.0,618.0,3232.0,11.0,29.0,4.9,177.0,401.0,1434.0,10.0,3.6,91.0,107.0,845.0,25.0,200.0,23.0,19.5,30.6,2.38,5.5,23.5,1.11,12.0,17.0,7.0,13.0,16.0,6.0,9.0,11.0,6.0,13.0,12.0,27.0,24.0,30.0,18.0,27.0,5.0,22.0,25.0,22.0,19.0,1.0,7.0,2.0,13.0,17.0,32.0,15.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,32.0,2.0,8.0,6.0,18.0,4.0,1.0
542,Carson Palmer,QB,Bengals,1,2003,279.0,5206.0,1054.0,4.9,35.0,13.0,315.0,350.0,591.0,3476.0,17.0,22.0,5.5,186.0,426.0,1730.0,13.0,4.1,105.0,99.0,884.0,24.0,183.0,24.6,16.9,28.1,2.53,5.86,28.4,1.39,456.0,5265.0,976.0,5.4,20.0,11.0,315.0,287.0,454.0,3262.0,30.0,9.0,6.8,182.0,498.0,2003.0,16.0,4.0,104.0,101.0,867.0,29.0,179.0,38.5,10.6,35.5,2.78,5.6,29.3,2.18,28.0,18.0,25.0,15.0,14.0,5.0,13.0,28.0,25.0,23.0,19.0,21.0,17.0,21.0,28.0,6.0,31.0,20.0,7.0,15.0,26.0,32.0,17.0,31.0,17.0,20.0,1.0,13.0,31.0,30.0,30.0,29.0,22.0,20.0,11.0,2.0,30.0,31.0,29.0,20.0,23.0,31.0
543,Charles Rogers,WR,Lions,2,2003,306.0,4471.0,955.0,4.7,31.0,6.0,242.0,277.0,577.0,2994.0,19.0,25.0,5.0,150.0,358.0,1477.0,9.0,4.1,69.0,104.0,916.0,23.0,196.0,26.0,14.8,31.7,2.13,5.02,22.8,1.35,451.0,6117.0,1119.0,5.5,24.0,14.0,360.0,371.0,591.0,4150.0,27.0,10.0,6.7,221.0,495.0,1967.0,19.0,4.0,111.0,114.0,981.0,28.0,202.0,37.1,11.4,30.0,2.75,5.7,30.2,2.02,26.0,28.0,19.0,2.0,29.0,9.0,25.0,20.0,31.0,29.0,31.0,29.0,26.0,18.0,26.0,17.0,15.0,32.0,28.0,28.0,28.0,31.0,31.0,26.0,9.0,31.0,29.0,30.0,27.0,26.0,29.0,28.0,17.0,29.0,10.0,3.0,28.0,8.0,27.0,24.0,24.0,28.0
544,Andre Johnson,WR,Texans,3,2003,213.0,3572.0,947.0,3.8,29.0,14.0,208.0,235.0,447.0,2225.0,11.0,15.0,4.3,119.0,424.0,1347.0,6.0,3.2,59.0,136.0,1011.0,30.0,201.0,16.9,11.9,30.6,2.23,4.83,17.6,0.85,356.0,5230.0,1056.0,5.0,21.0,11.0,291.0,281.0,512.0,3141.0,23.0,10.0,5.7,155.0,509.0,2089.0,14.0,4.1,116.0,102.0,955.0,20.0,210.0,29.0,8.6,33.6,2.43,5.2,24.7,1.58,32.0,32.0,16.0,20.0,32.0,32.0,32.0,32.0,12.0,32.0,21.0,31.0,31.0,32.0,31.0,24.0,24.0,29.0,30.0,32.0,32.0,20.0,16.0,30.0,17.0,11.0,6.0,10.0,18.0,26.0,11.0,32.0,28.0,11.0,14.0,23.0,32.0,27.0,6.0,4.0,4.0,8.0
