Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
WR,Eagles,2020,21,385.0,5772.0,1104.0,5.2,23.0,15.0,354.0,391.0,613.0,3833.0,27.0,8.0,5.9,215.0,454.0,1939.0,16.0,4.3,104.0,100.0,836.0,35.0,187.0,34.8,10.7,Own 28.5,2:50,6.04,30.7,1.96,354.0,5307.0,967.0,5.5,20.0,9.0,289.0,348.0,571.0,3865.0,27.0,11.0,6.3,185.0,353.0,1442.0,13.0,4.1,76.0,115.0,959.0,28.0,188.0,33.5,10.1,Own 28.9,2:19,5.3,28.1,1.86,12.0,14.0,,,19.0,31.0,4.0,,8.0,11.0,12.0,5.0,20.0,,7.0,11.0,13.0,19.0,,,,,,17.0,19.0,17.0,7.0,10.0,18.0,15.0,15.0,10.0,,,19.0,14.0,5.0,,21.0,19.0,21.0,22.0,16.0,,3.0,3.0,14.0,11.0,,,,,,24.0,19.0,19.0,1.0,2.0,7.0,13.0
WR,Vikings,2020,22,407.0,5656.0,970.0,5.8,20.0,12.0,314.0,319.0,466.0,3523.0,26.0,8.0,7.1,171.0,476.0,2133.0,19.0,4.5,106.0,96.0,895.0,37.0,173.0,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29,303.0,5465.0,1053.0,5.2,31.0,14.0,324.0,394.0,601.0,3737.0,23.0,17.0,5.8,215.0,404.0,1728.0,8.0,4.3,78.0,83.0,713.0,31.0,173.0,34.7,17.3,Own 28.3,2:53,6.3,31.6,1.76,8.0,16.0,,,13.0,26.0,20.0,,30.0,23.0,14.0,5.0,5.0,,4.0,6.0,6.0,12.0,,,,,,6.0,17.0,6.0,18.0,21.0,10.0,6.0,5.0,14.0,,,4.0,5.0,14.0,,28.0,15.0,13.0,3.0,7.0,,11.0,13.0,3.0,19.0,,,,,,21.0,3.0,15.0,27.0,30.0,16.0,7.0
LB,Chargers,2020,23,337.0,5879.0,997.0,5.9,31.0,11.0,349.0,394.0,597.0,4426.0,24.0,20.0,7.0,220.0,366.0,1453.0,12.0,4.0,90.0,103.0,872.0,39.0,160.0,38.8,18.1,Own 26.3,3:05,6.44,36.6,2.06,345.0,5009.0,923.0,5.4,14.0,3.0,285.0,328.0,464.0,3204.0,21.0,11.0,6.5,156.0,429.0,1805.0,15.0,4.2,101.0,108.0,959.0,28.0,161.0,36.6,8.7,Own 29.5,2:56,5.9,31.1,1.99,21.0,10.0,,,29.0,22.0,7.0,,10.0,6.0,17.0,29.0,8.0,,28.0,28.0,20.0,23.0,,,,,,8.0,2.0,31.0,2.0,3.0,4.0,11.0,14.0,6.0,,,32.0,31.0,3.0,,1.0,5.0,8.0,22.0,20.0,,21.0,18.0,21.0,15.0,,,,,,15.0,32.0,23.0,29.0,21.0,15.0,18.0
 C,Saints,2020,24,458.0,5982.0,1011.0,5.9,8.0,2.0,347.0,418.0,581.0,4244.0,36.0,6.0,7.0,230.0,405.0,1738.0,12.0,4.3,97.0,120.0,1036.0,20.0,173.0,46.2,4.0,Own 33.7,2:59,6.05,34.6,2.5,341.0,5329.0,999.0,5.3,23.0,10.0,311.0,371.0,603.0,3868.0,27.0,13.0,5.9,197.0,345.0,1461.0,12.0,4.2,71.0,92.0,713.0,43.0,174.0,35.1,12.6,Own 26.5,2:33,5.9,30.6,1.95,3.0,9.0,,,1.0,1.0,8.0,,13.0,7.0,2.0,3.0,9.0,,17.0,16.0,20.0,18.0,,,,,,3.0,32.0,2.0,4.0,9.0,7.0,3.0,13.0,11.0,,,10.0,10.0,12.0,,30.0,20.0,21.0,12.0,10.0,,2.0,4.0,9.0,17.0,,,,,,19.0,12.0,5.0,5.0,19.0,12.0,16.0
WR,49ers,2020,25,479.0,6097.0,1012.0,6.0,23.0,10.0,336.0,331.0,478.0,3792.0,28.0,13.0,7.4,195.0,498.0,2305.0,23.0,4.6,110.0,105.0,939.0,31.0,183.0,44.3,12.0,Own 32.1,2:46,5.74,33.1,2.44,310.0,4509.0,968.0,4.7,27.0,15.0,285.0,318.0,519.0,2707.0,23.0,12.0,4.8,150.0,401.0,1802.0,11.0,4.5,105.0,116.0,957.0,30.0,177.0,28.8,14.1,Own 28.5,2:37,5.6,25.4,1.63,2.0,4.0,,,19.0,19.0,14.0,,29.0,13.0,10.0,18.0,3.0,,2.0,2.0,1.0,9.0,,,,,,5.0,12.0,4.0,11.0,22.0,9.0,4.0,8.0,2.0,,,6.0,4.0,3.0,,6.0,1.0,13.0,17.0,1.0,,9.0,17.0,7.0,23.0,,,,,,30.0,6.0,16.0,9.0,6.0,2.0,4.0
QB,Packers,2020,26,376.0,5528.0,1020.0,5.4,13.0,9.0,320.0,356.0,573.0,3733.0,26.0,4.0,6.1,190.0,411.0,1795.0,18.0,4.4,90.0,100.0,774.0,40.0,177.0,37.3,6.8,Own 34.1,2:51,5.9,31.2,2.11,313.0,5642.0,998.0,5.7,25.0,8.0,310.0,326.0,546.0,3721.0,19.0,17.0,6.3,191.0,411.0,1921.0,15.0,4.7,99.0,97.0,968.0,20.0,178.0,34.3,14.0,Own 28.0,2:34,5.8,31.7,1.79,15.0,18.0,,,2.0,15.0,16.0,,16.0,17.0,14.0,1.0,16.0,,13.0,15.0,7.0,16.0,,,,,,12.0,31.0,1.0,7.0,15.0,15.0,10.0,9.0,18.0,,,7.0,21.0,11.0,,15.0,14.0,5.0,3.0,18.0,,14.0,23.0,21.0,24.0,,,,,,23.0,7.0,13.0,7.0,13.0,18.0,8.0
LB,Seahawks,2020,27,405.0,5991.0,1046.0,5.7,20.0,14.0,341.0,341.0,517.0,3791.0,31.0,6.0,6.7,190.0,481.0,2200.0,15.0,4.6,121.0,109.0,882.0,30.0,189.0,36.5,10.6,Own 30.2,2:40,5.68,31.6,2.07,398.0,6106.0,1014.0,6.0,32.0,16.0,346.0,383.0,598.0,4223.0,19.0,16.0,6.7,224.0,388.0,1883.0,22.0,4.9,97.0,96.0,798.0,25.0,179.0,36.9,16.2,Own 26.6,2:38,5.9,34.0,2.02,9.0,8.0,,,13.0,28.0,11.0,,23.0,14.0,4.0,3.0,12.0,,3.0,4.0,15.0,10.0,,,,,,13.0,23.0,5.0,16.0,24.0,13.0,12.0,22.0,26.0,,,3.0,2.0,26.0,,26.0,27.0,5.0,5.0,24.0,,7.0,22.0,30.0,28.0,,,,,,16.0,4.0,6.0,9.0,18.0,24.0,19.0
LB,Ravens,2020,28,531.0,6521.0,1064.0,6.1,15.0,7.0,386.0,289.0,440.0,3225.0,37.0,8.0,6.9,171.0,596.0,3296.0,21.0,5.5,188.0,109.0,867.0,27.0,166.0,51.8,8.4,Own 29.1,3:21,6.58,39.3,2.95,282.0,4809.0,921.0,5.2,25.0,12.0,276.0,318.0,544.0,3315.0,15.0,13.0,5.7,163.0,340.0,1494.0,12.0,4.4,74.0,97.0,795.0,39.0,166.0,32.5,14.5,Own 27.3,2:27,5.7,28.8,1.63,1.0,2.0,,,3.0,5.0,1.0,,32.0,27.0,1.0,5.0,10.0,,1.0,1.0,2.0,1.0,,,,,,1.0,27.0,9.0,1.0,1.0,2.0,1.0,3.0,4.0,,,7.0,6.0,2.0,,12.0,6.0,2.0,12.0,6.0,,1.0,5.0,9.0,21.0,,,,,,26.0,5.0,9.0,4.0,9.0,9.0,5.0
 T,Titans,2020,29,402.0,5805.0,949.0,6.1,17.0,9.0,317.0,297.0,448.0,3582.0,29.0,8.0,7.1,177.0,445.0,2223.0,21.0,5.0,104.0,99.0,932.0,36.0,185.0,31.4,8.6,Own 27.5,2:28,5.23,31.4,2.02,331.0,5752.0,1056.0,5.4,23.0,9.0,335.0,386.0,598.0,4080.0,25.0,14.0,6.4,213.0,415.0,1672.0,14.0,4.0,95.0,125.0,1025.0,27.0,189.0,31.7,11.6,Own 28.0,2:40,5.7,30.4,1.78,10.0,12.0,,,7.0,15.0,17.0,,31.0,21.0,8.0,5.0,7.0,,10.0,3.0,2.0,3.0,,,,,,24.0,28.0,25.0,28.0,29.0,14.0,13.0,12.0,21.0,,,10.0,14.0,20.0,,26.0,24.0,17.0,8.0,19.0,,16.0,12.0,17.0,7.0,,,,,,27.0,16.0,11.0,16.0,12.0,13.0,10.0
DB,Dolphins,2020,30,306.0,4960.0,1022.0,4.9,26.0,8.0,315.0,371.0,615.0,3804.0,22.0,18.0,5.7,210.0,349.0,1156.0,10.0,3.3,64.0,92.0,769.0,41.0,182.0,30.2,13.7,Own 27.7,2:32,5.78,27.1,1.61,494.0,6364.0,1053.0,6.0,16.0,3.0,361.0,344.0,545.0,4198.0,39.0,13.0,7.4,214.0,485.0,2166.0,15.0,4.5,113.0,111.0,1084.0,34.0,185.0,45.9,8.6,Own 30.5,2:44,5.9,34.2,2.55,25.0,27.0,,,25.0,11.0,18.0,,7.0,12.0,19.0,27.0,26.0,,32.0,32.0,24.0,31.0,,,,,,26.0,9.0,23.0,22.0,19.0,29.0,25.0,32.0,30.0,,,28.0,31.0,30.0,,14.0,26.0,32.0,12.0,32.0,,30.0,27.0,21.0,22.0,,,,,,1.0,28.0,27.0,20.0,20.0,26.0,32.0
DB,Vikings,2020,31,407.0,5656.0,970.0,5.8,20.0,12.0,314.0,319.0,466.0,3523.0,26.0,8.0,7.1,171.0,476.0,2133.0,19.0,4.5,106.0,96.0,895.0,37.0,173.0,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29,303.0,5465.0,1053.0,5.2,31.0,14.0,324.0,394.0,601.0,3737.0,23.0,17.0,5.8,215.0,404.0,1728.0,8.0,4.3,78.0,83.0,713.0,31.0,173.0,34.7,17.3,Own 28.3,2:53,6.3,31.6,1.76,8.0,16.0,,,13.0,26.0,20.0,,30.0,23.0,14.0,5.0,5.0,,4.0,6.0,6.0,12.0,,,,,,6.0,17.0,6.0,18.0,21.0,10.0,6.0,5.0,14.0,,,4.0,5.0,14.0,,28.0,15.0,13.0,3.0,7.0,,11.0,13.0,3.0,19.0,,,,,,21.0,3.0,15.0,27.0,30.0,16.0,7.0
RB,Chiefs,2020,32,451.0,6067.0,976.0,6.2,15.0,10.0,350.0,378.0,576.0,4498.0,30.0,5.0,7.5,211.0,375.0,1569.0,16.0,4.2,93.0,107.0,1029.0,46.0,164.0,48.8,7.9,Own 28.8,2:52,6.18,37.0,2.59,308.0,5594.0,1043.0,5.4,23.0,7.0,344.0,352.0,582.0,3543.0,21.0,16.0,5.7,190.0,416.0,2051.0,14.0,4.9,115.0,116.0,844.0,39.0,164.0,34.1,13.4,Own 27.0,2:59,6.5,34.0,1.88,5.0,6.0,,,3.0,19.0,6.0,,15.0,5.0,5.0,2.0,2.0,,27.0,23.0,13.0,20.0,,,,,,2.0,29.0,9.0,6.0,6.0,3.0,2.0,7.0,17.0,,,10.0,24.0,23.0,,23.0,8.0,8.0,5.0,5.0,,17.0,26.0,17.0,29.0,,,,,,20.0,8.0,7.0,30.0,32.0,23.0,15.0
QB,Cardinals,2019,1,225.0,3865.0,902.0,4.3,28.0,10.0,239.0,283.0,495.0,2523.0,15.0,18.0,4.6,137.0,355.0,1342.0,9.0,3.8,76.0,101.0,786.0,26.0,187.0,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09,425.0,5741.0,1065.0,5.4,16.0,9.0,357.0,342.0,506.0,3262.0,21.0,7.0,5.9,186.0,510.0,2479.0,25.0,4.9,139.0,100.0,790.0,32.0,187.0,38.0,8.6,Own 29.5,2:52,5.9,30.6,2.12,32.0,32.0,,,27.0,21.0,32.0,,29.0,32.0,30.0,28.0,32.0,,28.0,32.0,27.0,32.0,,,,,,32.0,5.0,19.0,32.0,31.0,32.0,32.0,26.0,20.0,,,28.0,14.0,28.0,,6.0,4.0,3.0,29.0,6.0,,32.0,32.0,32.0,27.0,,,,,,13.0,26.0,25.0,28.0,21.0,10.0,22.0
DE,49ers,2019,2,342.0,5769.0,1003.0,5.8,32.0,12.0,344.0,331.0,532.0,3867.0,26.0,20.0,6.7,201.0,423.0,1902.0,7.0,4.5,98.0,112.0,982.0,45.0,181.0,37.0,17.1,Own 26.2,2:39,5.72,31.8,1.86,435.0,5546.0,1023.0,5.4,7.0,5.0,337.0,344.0,542.0,3732.0,35.0,2.0,6.4,195.0,444.0,1814.0,13.0,4.1,104.0,117.0,1011.0,38.0,181.0,39.8,3.9,Own 30.9,2:42,5.8,30.5,2.25,21.0,16.0,,,30.0,29.0,12.0,,20.0,15.0,17.0,30.0,11.0,,11.0,13.0,30.0,12.0,,,,,,15.0,2.0,30.0,20.0,25.0,16.0,20.0,28.0,13.0,,,32.0,28.0,23.0,,14.0,11.0,31.0,32.0,14.0,,25.0,14.0,15.0,7.0,,,,,,8.0,32.0,30.0,16.0,19.0,9.0,26.0
DT,Jets,2019,3,333.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,197.0,32.0,14.7,Own 30.7,2:22,5.15,24.2,1.57,441.0,6086.0,1061.0,5.7,20.0,7.0,343.0,367.0,582.0,4065.0,29.0,13.0,6.5,201.0,440.0,2021.0,16.0,4.6,104.0,95.0,817.0,38.0,202.0,39.1,9.9,Own 30.7,2:28,5.5,30.1,2.08,23.0,29.0,,,29.0,25.0,30.0,,22.0,25.0,26.0,29.0,28.0,,16.0,26.0,23.0,29.0,,,,,,24.0,6.0,4.0,30.0,30.0,31.0,29.0,29.0,25.0,,,16.0,19.0,24.0,,24.0,24.0,19.0,15.0,19.0,,22.0,26.0,21.0,19.0,,,,,,9.0,21.0,29.0,1.0,2.0,8.0,19.0
DE,Raiders,2019,4,290.0,5379.0,995.0,5.4,24.0,14.0,300.0,382.0,556.0,3751.0,19.0,10.0,6.2,197.0,387.0,1628.0,9.0,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467.0,6102.0,973.0,6.3,17.0,3.0,317.0,299.0,480.0,3853.0,36.0,14.0,7.8,178.0,480.0,2249.0,16.0,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28.0,23.0,,,22.0,31.0,24.0,,16.0,18.0,24.0,8.0,19.0,,23.0,25.0,27.0,23.0,,,,,,26.0,8.0,28.0,10.0,17.0,19.0,28.0,32.0,26.0,,,22.0,32.0,14.0,,1.0,19.0,32.0,14.0,32.0,,30.0,30.0,21.0,22.0,,,,,,2.0,23.0,27.0,18.0,17.0,29.0,32.0
LB,Buccaneers,2019,5,396.0,6648.0,1055.0,6.3,35.0,9.0,388.0,408.0,625.0,5125.0,36.0,26.0,7.7,265.0,389.0,1523.0,11.0,3.9,80.0,117.0,975.0,43.0,184.0,37.0,19.0,Own 26.2,2:39,5.89,36.0,2.15,464.0,6134.0,998.0,6.1,17.0,8.0,356.0,387.0,534.0,4151.0,34.0,9.0,7.3,209.0,426.0,1983.0,19.0,4.7,122.0,127.0,1156.0,25.0,182.0,40.7,8.2,Own 29.0,2:38,5.6,33.7,2.38,12.0,3.0,,,32.0,15.0,2.0,,4.0,1.0,3.0,32.0,2.0,,22.0,29.0,23.0,31.0,,,,,,17.0,1.0,30.0,20.0,14.0,5.0,10.0,31.0,27.0,,,22.0,16.0,27.0,,12.0,26.0,30.0,26.0,30.0,,18.0,24.0,29.0,20.0,,,,,,6.0,28.0,22.0,10.0,7.0,26.0,29.0
QB,Giants,2019,6,369.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412.0,5942.0,1034.0,5.7,21.0,5.0,346.0,362.0,560.0,4044.0,24.0,16.0,6.9,205.0,444.0,1898.0,18.0,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16.0,17.0,,,11.0,8.0,25.0,,9.0,11.0,21.0,12.0,17.0,,29.0,24.0,16.0,10.0,,,,,,12.0,27.0,26.0,25.0,19.0,15.0,18.0,23.0,24.0,,,15.0,28.0,25.0,,20.0,23.0,13.0,7.0,27.0,,25.0,20.0,28.0,11.0,,,,,,4.0,17.0,12.0,22.0,23.0,22.0,24.0
LB,Jaguars,2019,7,245.0,4832.0,1005.0,4.8,29.0,16.0,277.0,329.0,536.0,3109.0,15.0,13.0,5.3,164.0,416.0,1723.0,7.0,4.1,92.0,121.0,1112.0,21.0,180.0,25.0,15.6,Own 27.0,2:41,5.76,26.9,1.24,316.0,4983.0,970.0,5.1,17.0,6.0,288.0,312.0,499.0,3113.0,17.0,11.0,5.8,162.0,434.0,1870.0,16.0,4.3,89.0,92.0,735.0,37.0,181.0,33.1,8.3,Own 29.5,2:38,5.6,27.5,1.72,31.0,27.0,,,28.0,32.0,29.0,,19.0,26.0,30.0,18.0,30.0,,12.0,19.0,30.0,26.0,,,,,,31.0,3.0,27.0,18.0,24.0,28.0,31.0,4.0,5.0,,,22.0,25.0,3.0,,4.0,2.0,2.0,23.0,5.0,,21.0,19.0,21.0,14.0,,,,,,27.0,27.0,25.0,10.0,5.0,5.0,6.0
TE,Lions,2019,8,324.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,173.0,35.3,11.0,Own 27.7,2:54,6.13,30.3,1.82,360.0,5360.0,942.0,5.7,14.0,7.0,315.0,323.0,496.0,3599.0,29.0,7.0,6.7,191.0,403.0,1761.0,11.0,4.4,88.0,94.0,886.0,36.0,171.0,34.5,7.0,Own 27.5,2:41,5.7,31.3,1.97,25.0,24.0,,,11.0,8.0,18.0,,11.0,20.0,22.0,12.0,25.0,,18.0,23.0,23.0,28.0,,,,,,21.0,17.0,24.0,5.0,5.0,20.0,21.0,16.0,10.0,,,31.0,19.0,11.0,,3.0,8.0,19.0,29.0,25.0,,13.0,10.0,6.0,16.0,,,,,,21.0,31.0,6.0,14.0,12.0,15.0,17.0
DT,Bills,2019,9,269.0,4778.0,1008.0,4.7,32.0,9.0,283.0,271.0,499.0,2794.0,13.0,23.0,5.2,137.0,468.0,1984.0,15.0,4.2,108.0,116.0,992.0,38.0,193.0,26.4,15.5,Own 29.7,2:32,5.47,24.6,1.39,374.0,4706.0,968.0,4.9,27.0,11.0,293.0,313.0,492.0,2867.0,22.0,16.0,5.4,157.0,440.0,1839.0,17.0,4.2,111.0,99.0,976.0,25.0,189.0,33.3,14.3,Own 32.6,2:30,5.3,24.8,1.83,30.0,30.0,,,30.0,15.0,27.0,,28.0,31.0,32.0,31.0,31.0,,6.0,9.0,11.0,21.0,,,,,,30.0,4.0,10.0,26.0,28.0,30.0,30.0,18.0,2.0,,,8.0,7.0,4.0,,2.0,1.0,8.0,7.0,3.0,,22.0,16.0,25.0,10.0,,,,,,26.0,9.0,32.0,4.0,1.0,1.0,10.0
LB,Steelers,2019,10,428.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,182.0,36.8,14.3,Own 26.0,2:44,5.93,35.5,2.23,360.0,5235.0,987.0,5.3,15.0,7.0,317.0,362.0,566.0,3697.0,27.0,8.0,6.0,200.0,369.0,1538.0,13.0,4.2,84.0,136.0,1170.0,33.0,184.0,33.7,8.2,Own 28.6,2:35,5.5,28.4,1.88,6.0,4.0,,,26.0,15.0,4.0,,1.0,2.0,5.0,26.0,8.0,,31.0,31.0,7.0,24.0,,,,,,18.0,7.0,32.0,14.0,13.0,6.0,9.0,16.0,6.0,,,29.0,19.0,14.0,,21.0,10.0,16.0,28.0,7.0,,7.0,6.0,15.0,9.0,,,,,,25.0,30.0,15.0,6.0,3.0,6.0,14.0
 T,Bengals,2019,11,368.0,4972.0,938.0,5.3,17.0,4.0,304.0,331.0,542.0,3290.0,27.0,13.0,5.7,182.0,359.0,1682.0,13.0,4.7,92.0,114.0,957.0,30.0,166.0,35.5,9.6,Own 29.0,2:39,5.78,29.7,2.03,455.0,6618.0,1084.0,6.1,18.0,6.0,372.0,389.0,584.0,4414.0,32.0,12.0,7.1,221.0,466.0,2204.0,17.0,4.7,125.0,113.0,944.0,26.0,177.0,46.3,10.2,Own 28.8,2:57,6.3,37.4,2.5,17.0,26.0,,,5.0,1.0,23.0,,18.0,24.0,16.0,18.0,27.0,,26.0,21.0,16.0,8.0,,,,,,20.0,26.0,13.0,20.0,20.0,24.0,16.0,30.0,32.0,,,21.0,25.0,29.0,,25.0,32.0,27.0,18.0,29.0,,29.0,29.0,25.0,25.0,,,,,,1.0,20.0,18.0,32.0,31.0,32.0,31.0
DE,Packers,2019,12,376.0,5905.0,1026.0,5.8,15.0,11.0,332.0,392.0,640.0,4238.0,25.0,4.0,6.1,208.0,333.0,1667.0,14.0,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04,400.0,5670.0,1017.0,5.6,15.0,8.0,331.0,336.0,527.0,3752.0,30.0,7.0,6.6,199.0,446.0,1918.0,15.0,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15,14.0,12.0,,,2.0,25.0,15.0,,3.0,9.0,20.0,1.0,21.0,,32.0,22.0,15.0,2.0,,,,,,11.0,31.0,25.0,16.0,10.0,12.0,15.0,22.0,18.0,,,29.0,16.0,21.0,,8.0,12.0,22.0,29.0,21.0,,27.0,22.0,20.0,13.0,,,,,,14.0,28.0,31.0,16.0,18.0,14.0,23.0
DT,Dolphins,2019,13,319.0,4638.0,878.0,5.3,23.0,10.0,252.0,292.0,455.0,2900.0,26.0,13.0,5.7,153.0,371.0,1738.0,7.0,4.7,75.0,108.0,978.0,24.0,184.0,28.3,12.5,Own 29.4,2:27,4.92,25.0,1.59,433.0,6257.0,1024.0,6.1,28.0,7.0,350.0,335.0,508.0,3932.0,31.0,21.0,7.3,195.0,485.0,2325.0,17.0,4.8,116.0,107.0,856.0,39.0,183.0,39.9,14.2,Own 28.9,2:51,5.8,34.2,2.27,26.0,31.0,,,20.0,21.0,31.0,,30.0,30.0,17.0,18.0,26.0,,25.0,18.0,30.0,9.0,,,,,,29.0,11.0,12.0,29.0,32.0,29.0,27.0,27.0,29.0,,,5.0,19.0,26.0,,7.0,21.0,25.0,2.0,31.0,,31.0,31.0,25.0,26.0,,,,,,7.0,10.0,19.0,25.0,20.0,28.0,27.0
 G,Falcons,2019,14,414.0,6226.0,1010.0,6.2,18.0,11.0,352.0,428.0,617.0,4653.0,36.0,7.0,7.1,238.0,351.0,1573.0,11.0,4.5,84.0,101.0,899.0,30.0,168.0,42.9,10.7,Own 26.3,2:49,6.18,37.0,2.4,423.0,6152.0,1031.0,6.0,19.0,4.0,375.0,398.0,585.0,4153.0,33.0,15.0,6.7,226.0,409.0,1999.0,16.0,4.9,115.0,108.0,1001.0,34.0,171.0,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,10.0,6.0,,,7.0,25.0,10.0,,5.0,4.0,3.0,2.0,7.0,,30.0,27.0,23.0,13.0,,,,,,4.0,19.0,29.0,10.0,3.0,2.0,4.0,25.0,28.0,,,20.0,31.0,30.0,,26.0,27.0,29.0,9.0,24.0,,14.0,25.0,21.0,28.0,,,,,,3.0,18.0,5.0,30.0,30.0,30.0,30.0
QB,Redskins,2019,15,281.0,4795.0,967.0,5.0,19.0,4.0,280.0,311.0,509.0,3021.0,16.0,15.0,5.5,156.0,414.0,1774.0,12.0,4.3,96.0,115.0,1008.0,28.0,170.0,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,359.0,5654.0,996.0,5.7,26.0,11.0,330.0,362.0,537.0,3794.0,27.0,15.0,6.5,197.0,413.0,1860.0,12.0,4.5,109.0,102.0,791.0,24.0,171.0,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96,29.0,28.0,,,11.0,1.0,28.0,,26.0,28.0,28.0,22.0,29.0,,14.0,17.0,20.0,18.0,,,,,,25.0,16.0,15.0,12.0,15.0,27.0,26.0,15.0,17.0,,,10.0,7.0,20.0,,13.0,15.0,16.0,9.0,16.0,,15.0,17.0,10.0,18.0,,,,,,20.0,7.0,4.0,25.0,25.0,23.0,16.0
LB,Panthers,2019,16,376.0,5972.0,1011.0,5.9,22.0,6.0,356.0,378.0,563.0,3836.0,28.0,16.0,6.4,212.0,416.0,2136.0,17.0,5.1,117.0,92.0,818.0,27.0,173.0,37.0,12.1,Own 28.2,2:51,5.97,34.5,2.15,382.0,5651.0,948.0,6.0,23.0,10.0,315.0,353.0,529.0,3847.0,32.0,13.0,6.8,185.0,384.0,1804.0,13.0,4.7,110.0,91.0,805.0,20.0,171.0,38.0,12.9,Own 27.6,2:44,5.7,33.0,2.19,14.0,10.0,,,19.0,4.0,9.0,,15.0,16.0,14.0,25.0,16.0,,12.0,4.0,6.0,1.0,,,,,,16.0,13.0,18.0,8.0,12.0,8.0,11.0,19.0,15.0,,,14.0,12.0,11.0,,9.0,18.0,27.0,15.0,26.0,,8.0,12.0,15.0,23.0,,,,,,12.0,14.0,7.0,19.0,15.0,24.0,25.0
